16	10	17	10	13	11	10	9	13	15	14	13	19	15	18	15	11	12	15	15	18	17	17	12	11	17	14	15	13	14	9	15	13	12	16	10	13	13	15	15	15	16	17	18	14	14	14	12	14	10	15	15	12	12	16	15	11	10	16	15	11	13	16	15	16	17	12	12	13	12	12	15	10	14	14	12	14	20	16	11	14	17	14	15	17	18	11	13	14	14	14	16	14	9	15	12	16	12	12	15
16	13	15	17	11	12	17	12	16	13	12	14	17	13	15	12	14	15	10	12	17	15	11	14	15	10	17	10	14	15	15	15	13	14	13	16	12	11	12	13	15	12	15	15	13	14	13	15	13	16	12	12	12	12	13	12	10	16	15	14	14	10	18	13	14	12	13	16	10	12	13	13	15	18	16	15	8	13	15	15	16	19	13	11	16	15	12	15	11	11	16	14	11	11	15	14	16	12	13	6
16	13	14	12	14	16	12	11	13	17	17	16	13	12	15	15	15	12	15	13	11	16	15	12	13	16	15	14	13	14	16	12	16	10	16	11	16	15	17	18	16	10	17	14	17	14	13	12	11	12	16	10	17	19	13	17	17	9	11	13	17	16	14	18	16	14	9	13	16	15	17	15	9	18	15	15	11	11	18	15	15	19	16	13	15	14	18	16	15	14	11	10	12	8	13	9	13	14	14	11
14	11	13	14	14	14	10	10	10	16	11	13	16	12	16	13	11	13	14	17	12	14	15	16	12	12	13	15	16	14	11	12	15	11	8	14	14	13	16	15	9	19	15	15	14	12	13	11	14	11	13	14	13	13	15	13	14	16	15	8	12	15	13	15	15	10	15	18	16	13	14	12	10	18	18	15	11	16	16	17	9	11	13	11	15	14	14	15	16	9	16	12	14	16	17	12	13	14	15	12
17	14	13	12	10	10	9	17	11	9	17	14	10	13	10	13	16	15	9	13	12	13	11	12	19	11	15	12	12	13	15	13	16	11	13	16	10	15	16	10	13	14	12	16	14	15	16	11	11	14	14	16	15	12	11	12	17	11	14	15	14	14	14	13	12	12	10	17	15	17	10	12	17	12	14	12	12	16	11	15	14	15	15	15	11	12	14	15	15	16	16	20	11	14	18	15	14	14	12	16
14	16	17	16	13	15	16	12	17	14	17	16	14	15	14	15	17	13	11	12	10	15	12	14	17	17	11	14	16	19	15	14	16	10	16	14	11	11	16	13	11	15	11	14	17	12	17	16	15	15	14	14	14	19	13	15	17	13	11	18	15	13	16	15	9	12	13	15	19	12	16	13	11	12	13	10	14	15	17	15	15	18	9	16	16	19	16	15	12	14	12	16	16	13	13	12	13	14	12	16
13	14	17	13	14	12	10	17	15	17	13	12	16	18	17	12	11	15	17	15	15	14	13	14	13	17	12	11	15	12	14	13	9	14	17	13	15	11	15	12	10	12	12	18	14	16	19	9	13	9	16	14	13	14	12	12	13	11	14	13	17	15	11	13	15	11	13	14	10	16	10	17	11	16	9	7	8	12	15	12	13	14	13	14	12	11	12	14	13	12	11	17	13	13	14	11	19	14	14	12
13	12	10	16	10	13	9	15	15	11	11	18	7	13	13	17	15	18	17	14	9	19	8	14	16	17	16	16	16	14	8	14	18	13	11	14	9	14	16	22	14	18	12	14	16	11	14	14	14	8	15	11	10	16	16	10	14	15	9	11	9	11	14	14	12	13	13	15	16	10	16	16	12	17	14	12	16	12	10	17	16	15	17	14	14	12	11	7	13	10	14	17	14	20	16	17	19	12	14	13
14	15	14	10	19	13	16	10	10	15	12	13	13	12	14	12	14	11	17	14	13	12	14	14	17	16	15	11	14	15	14	18	16	17	14	12	17	13	14	18	14	12	13	18	12	13	15	14	13	7	10	14	18	11	14	17	14	13	13	9	12	8	12	9	10	9	19	16	15	16	11	9	12	15	14	17	9	12	12	11	13	14	12	14	11	11	10	16	10	14	12	13	12	13	14	11	13	10	20	13
11	12	10	14	21	17	12	9	16	14	14	17	14	15	15	11	17	11	14	12	12	11	12	13	14	14	11	17	12	14	16	14	12	15	11	15	13	7	15	14	13	12	11	12	7	10	13	8	12	17	9	16	17	16	11	14	13	14	16	14	19	11	16	11	12	9	11	15	12	12	14	11	16	16	18	8	10	10	10	14	14	7	10	16	13	14	11	13	18	11	14	16	12	12	16	14	10	7	18	17
11	17	10	9	13	15	9	10	11	14	13	13	13	14	10	12	14	22	16	13	15	15	14	14	10	12	17	15	15	14	12	12	12	15	18	13	14	15	13	15	16	14	14	11	14	14	13	11	13	11	12	8	15	15	13	18	15	16	13	15	14	9	8	15	14	15	15	16	15	11	13	13	13	14	20	16	13	11	14	19	17	17	11	14	12	16	17	14	15	15	16	12	15	15	17	15	11	15	11	14
14	19	13	14	13	15	13	14	10	16	13	10	10	8	18	9	13	12	9	17	13	15	13	11	15	14	13	13	11	9	11	15	14	7	12	11	9	15	12	14	13	13	11	13	13	11	10	12	9	12	14	15	15	11	13	16	14	19	14	11	10	15	12	15	13	12	10	19	12	13	12	17	15	12	18	10	12	12	10	18	14	15	12	13	12	17	9	15	16	13	15	11	17	17	11	16	11	17	17	15
9	14	12	16	9	18	11	12	13	16	14	15	15	14	14	18	14	12	18	16	13	15	15	15	15	13	12	18	14	12	14	14	14	17	15	13	16	15	10	16	11	20	15	19	19	14	18	13	18	15	13	17	17	16	12	15	10	11	14	14	13	14	12	12	10	15	13	14	15	15	9	17	10	10	11	15	14	14	14	13	16	16	12	11	11	16	13	10	15	16	10	13	11	10	15	18	14	14	15	10
10	17	11	11	17	13	15	16	20	13	15	14	12	16	10	15	16	14	12	10	16	16	12	13	12	15	17	16	16	12	14	15	14	14	9	16	14	16	19	14	16	14	15	12	19	13	11	9	13	10	15	19	15	16	12	16	12	13	13	12	18	13	14	14	12	12	13	13	14	17	16	11	15	13	12	13	17	12	15	13	12	10	15	14	10	11	15	10	18	17	14	9	11	11	12	16	13	14	14	16
15	11	13	11	15	11	13	14	17	19	9	10	10	14	10	17	12	10	10	11	15	13	14	13	12	13	12	7	14	13	12	11	16	17	18	17	13	10	12	15	13	15	11	15	13	10	16	13	14	12	17	13	9	16	12	12	15	16	15	10	15	9	12	15	13	14	15	13	14	15	8	16	12	11	19	10	15	16	14	15	15	14	15	14	13	15	9	13	10	16	12	17	15	10	15	14	13	16	14	12
14	13	9	15	18	15	12	16	18	12	12	15	11	12	12	13	15	14	13	12	17	13	12	12	10	13	15	15	15	10	14	18	17	10	12	19	13	11	13	15	18	12	15	10	14	11	17	12	13	14	12	16	11	17	14	11	14	17	13	15	13	17	12	14	13	12	16	11	14	17	15	11	11	9	12	13	17	17	10	12	14	12	11	15	12	8	17	14	12	12	15	10	17	14	12	11	9	11	13	15
18	14	13	12	14	11	15	14	14	15	15	10	13	14	17	19	13	15	18	15	15	11	15	11	15	14	17	11	9	12	9	9	15	15	14	12	12	12	9	14	13	13	15	15	13	12	16	11	10	13	15	8	11	13	13	10	10	5	19	16	11	7	14	13	13	13	11	10	15	10	17	17	11	15	11	10	10	13	14	15	17	10	11	15	19	10	15	16	13	14	12	10	11	15	12	12	15	12	16	14
6	12	16	12	13	12	11	16	14	17	19	11	11	11	15	15	18	12	18	12	17	9	15	20	14	14	14	17	16	18	15	17	11	12	15	15	8	14	12	20	13	13	12	18	12	16	10	16	12	15	14	13	13	11	13	14	20	17	16	17	11	12	14	15	13	15	10	14	13	15	12	16	13	10	10	13	18	13	16	12	17	11	11	14	14	9	15	16	16	14	12	19	15	12	10	13	10	12	10	12
11	12	14	12	11	17	13	8	11	12	15	14	14	15	12	17	14	11	11	16	9	14	14	12	13	10	18	16	12	17	12	13	12	9	15	13	13	12	14	14	12	13	16	13	13	14	16	15	18	14	11	14	12	13	14	9	15	17	12	17	16	18	16	16	11	10	13	13	14	12	16	11	12	14	17	19	14	15	9	14	10	12	13	14	18	14	12	15	15	13	14	11	14	12	12	15	9	13	12	13
13	15	11	18	15	13	14	14	14	18	18	13	10	14	12	12	13	16	13	12	9	13	15	13	10	4	12	15	12	13	18	12	15	14	9	13	13	13	13	19	18	13	11	14	15	11	14	8	12	15	14	13	10	19	16	11	11	13	18	12	15	10	12	15	13	11	14	11	14	9	11	14	15	9	11	14	14	16	13	14	13	10	12	17	15	16	12	18	14	18	13	16	12	11	9	15	10	15	14	12
16	15	14	14	12	17	15	7	11	15	13	16	14	14	14	12	13	13	12	16	11	13	13	14	15	16	11	15	13	17	12	13	12	8	15	9	12	17	13	13	12	13	19	12	17	11	16	15	17	13	12	16	12	13	17	15	13	10	9	16	11	13	8	12	15	14	15	16	14	12	14	13	7	9	9	14	12	14	14	14	11	14	14	12	16	16	13	13	13	9	16	21	17	17	13	9	12	11	9	16
18	11	17	16	13	12	13	14	12	14	9	16	13	15	11	19	15	17	11	18	15	16	12	16	17	7	16	13	9	16	11	14	14	16	11	15	9	11	13	13	13	15	14	14	19	13	15	14	14	12	13	16	15	15	19	9	11	13	14	19	12	12	13	15	13	12	10	14	12	15	12	8	15	12	13	11	16	9	12	11	15	18	13	16	14	16	13	13	11	16	16	15	14	18	13	21	12	15	11	19
12	12	15	14	10	13	11	12	12	16	13	12	15	17	15	17	8	15	17	12	15	16	11	11	15	13	13	12	11	11	13	13	13	12	14	20	9	15	13	11	11	9	15	14	13	14	22	15	16	16	14	16	15	14	16	17	17	20	13	12	11	19	14	19	13	14	11	16	8	17	11	12	11	12	12	13	19	11	12	12	14	13	18	16	15	11	13	12	15	12	16	12	13	13	16	13	15	12	20	16
14	12	17	14	13	18	15	14	9	10	14	14	16	12	16	15	12	9	14	11	15	12	14	13	12	18	14	10	14	10	17	10	11	16	14	11	14	16	11	13	12	18	12	15	17	15	16	12	13	17	18	14	12	13	12	15	11	11	13	16	13	20	14	15	11	12	9	14	15	15	10	14	14	8	15	18	10	10	14	14	10	12	16	15	11	14	18	13	14	14	15	13	11	14	12	14	15	12	11	12
14	12	10	14	12	13	11	11	10	14	13	17	13	12	17	12	11	13	14	15	16	13	18	17	13	11	14	14	12	12	14	18	13	12	14	13	18	13	15	18	21	14	14	14	12	16	17	13	12	10	11	11	14	13	17	12	14	14	11	14	14	13	11	12	16	11	14	11	13	18	13	12	10	15	14	14	15	10	9	16	15	11	19	13	11	19	13	12	10	12	8	10	11	17	15	13	16	14	19	18
11	11	13	11	8	15	17	12	12	18	17	14	14	13	14	11	18	12	17	8	10	11	15	15	12	14	15	11	15	11	15	14	13	12	16	16	15	16	11	13	10	12	18	14	16	14	12	16	11	12	14	12	12	15	13	13	16	12	16	14	13	16	14	8	9	14	16	12	9	12	15	11	18	11	16	13	19	18	11	13	15	10	14	14	14	8	12	17	11	14	11	10	13	18	14	18	12	16	15	13
13	11	13	12	15	12	13	14	9	20	17	13	18	19	17	12	15	12	14	12	9	8	12	14	15	12	14	15	11	18	14	11	15	15	13	16	10	8	11	16	13	16	15	12	13	12	12	13	13	14	18	18	18	13	15	14	13	14	16	16	11	10	14	15	11	10	14	13	12	19	10	13	16	12	11	14	14	8	11	16	15	13	13	11	15	14	18	19	14	14	20	14	13	14	19	15	15	15	11	19
20	18	15	12	14	15	18	12	14	12	10	15	15	15	12	20	13	12	11	17	18	12	11	13	13	12	14	11	13	12	13	11	13	12	14	11	16	11	13	15	14	17	16	10	17	11	12	17	12	17	16	12	12	12	16	12	12	12	12	17	18	11	13	15	11	11	14	14	14	12	17	11	12	12	13	18	13	11	15	15	12	12	13	19	12	12	11	14	17	15	19	13	16	7	12	13	14	10	13	13
12	17	17	14	12	9	9	15	15	18	12	13	15	11	13	13	13	15	15	12	14	9	19	14	14	12	17	16	10	18	16	13	12	10	12	13	13	21	15	12	13	13	12	18	14	14	16	12	15	16	18	13	11	17	10	13	16	15	12	19	14	8	17	11	12	15	14	14	12	11	12	13	15	15	14	16	16	14	14	12	13	12	12	19	14	9	14	14	18	11	9	19	19	16	14	15	17	11	16	14
13	14	13	13	9	14	14	13	12	12	13	16	12	13	13	10	12	14	13	13	16	9	15	8	17	14	14	15	15	11	7	13	9	16	12	13	13	14	17	12	11	13	16	12	17	13	17	16	9	12	14	15	16	17	14	16	13	11	10	15	14	16	9	17	16	13	15	8	9	13	17	14	11	15	10	19	13	12	12	12	14	19	11	15	14	10	13	13	13	12	17	18	10	15	14	13	15	13	14	13
10	15	15	11	14	11	10	15	13	15	13	13	9	17	13	16	14	15	13	12	16	15	14	11	12	21	10	10	13	13	16	11	12	14	13	12	13	13	10	14	15	14	15	15	13	11	13	15	12	13	12	12	11	15	10	14	15	11	11	13	14	16	12	12	17	11	13	10	11	14	9	15	12	14	12	12	16	13	12	15	14	11	16	19	14	12	18	10	16	13	14	14	14	10	15	8	17	12	16	16
12	17	19	13	20	15	11	19	12	7	10	18	10	14	11	17	17	13	14	15	14	16	17	14	13	11	15	16	13	13	13	16	13	6	12	11	11	12	12	12	15	15	13	11	15	9	18	20	8	18	15	10	11	20	13	10	13	15	17	15	13	15	13	17	16	13	14	15	15	13	10	12	12	13	14	10	12	14	12	16	11	14	15	8	12	13	17	9	13	12	15	11	12	14	16	14	11	13	15	15
12	16	12	12	15	12	10	14	17	12	12	16	15	18	13	11	12	16	11	18	15	12	14	11	13	16	18	17	18	14	11	10	10	14	12	13	13	11	12	17	12	10	15	17	10	16	15	14	10	12	16	15	13	19	14	13	15	12	14	20	12	14	17	13	15	15	14	14	17	16	14	9	16	9	10	14	17	13	14	15	11	12	17	17	15	11	11	12	18	13	15	18	12	14	12	10	14	13	14	13
13	15	12	9	10	14	15	13	18	14	11	15	16	13	10	15	11	16	12	11	16	14	12	18	13	17	12	15	11	16	17	14	15	10	15	15	10	12	13	16	16	18	16	10	16	11	15	13	15	15	7	10	15	16	11	18	10	17	9	10	15	11	14	11	16	13	14	16	12	14	11	12	12	10	16	12	13	12	12	17	15	14	17	14	11	20	13	14	11	13	14	14	12	16	11	11	10	17	11	16
12	12	20	6	15	13	13	12	15	21	15	15	13	9	13	11	13	12	10	16	8	18	17	15	13	11	18	13	13	11	10	16	13	12	14	16	13	21	13	16	17	15	17	19	14	14	11	15	15	15	13	14	17	16	12	9	14	17	14	10	13	11	11	17	11	18	11	16	15	12	11	15	10	16	12	16	12	9	12	13	13	15	10	11	12	10	13	16	11	13	10	12	7	9	13	13	11	14	15	14
12	12	17	17	16	15	8	15	13	11	13	17	18	15	11	9	13	13	14	10	16	15	18	12	9	13	15	17	13	14	13	12	15	17	17	9	17	13	11	13	13	16	16	14	10	16	11	14	16	12	18	13	8	14	13	13	12	15	17	15	13	19	9	14	11	12	17	16	15	15	15	11	12	17	11	14	13	11	15	12	13	13	12	13	14	17	9	12	12	12	10	14	13	9	11	19	17	14	18	15
15	13	10	15	15	9	14	13	9	15	10	15	12	16	14	7	14	14	11	16	14	14	12	13	14	12	15	7	15	9	11	15	15	12	11	16	12	15	12	15	17	15	14	15	14	10	12	11	15	14	14	14	13	14	10	16	10	16	13	16	15	15	14	15	11	13	10	12	12	14	16	9	13	12	15	15	14	16	10	13	14	8	14	16	14	11	17	13	12	10	10	9	12	13	15	13	17	19	12	15
15	13	11	18	14	13	17	13	16	14	12	14	17	13	13	21	13	16	16	13	13	13	15	14	7	16	12	12	14	12	14	12	10	11	19	13	9	13	14	12	17	16	12	11	15	9	11	13	12	12	13	15	15	14	13	16	17	14	16	14	16	14	14	16	13	10	16	8	14	12	17	12	16	17	12	12	10	11	12	13	13	12	14	12	17	11	11	11	15	14	17	8	16	17	14	15	14	9	16	10
10	21	13	14	15	12	16	13	19	9	11	14	11	12	17	13	16	17	15	13	13	13	18	17	14	13	10	15	13	16	11	15	14	12	17	12	10	8	14	13	9	14	15	10	12	17	12	15	13	15	13	16	14	11	17	13	10	11	16	14	11	12	14	18	13	15	11	14	14	9	16	16	16	13	12	17	12	15	15	15	10	13	17	8	17	17	9	17	14	12	11	15	14	16	8	13	12	14	16	20
13	16	13	14	14	16	13	16	13	15	14	10	12	15	13	11	18	15	12	14	16	15	15	11	13	11	15	13	15	11	14	14	16	15	14	12	14	16	13	16	16	12	12	15	11	12	13	16	10	11	8	10	10	14	10	14	13	13	13	12	11	14	9	10	15	13	10	12	11	9	11	13	11	13	10	13	12	15	15	14	15	17	12	12	14	14	12	14	16	20	15	13	13	13	10	16	11	17	13	13
19	14	11	16	16	14	13	12	10	14	12	14	14	11	12	12	12	14	14	13	15	12	18	14	14	16	13	11	16	18	11	9	16	14	11	16	12	14	9	16	16	16	14	13	13	15	14	17	12	15	12	14	13	10	15	17	14	12	17	11	15	13	9	11	14	15	14	15	13	14	12	14	16	18	11	11	10	17	12	13	12	17	18	12	15	16	14	11	16	10	10	10	13	10	14	16	9	15	12	10
15	9	10	20	13	15	14	9	13	9	11	10	13	13	15	16	16	10	13	12	13	14	13	13	10	13	13	13	9	14	15	14	11	17	15	8	9	11	14	15	11	14	13	15	12	14	12	11	14	10	15	13	18	11	16	15	10	15	6	13	10	11	16	18	10	18	15	16	14	11	14	12	14	10	13	15	15	9	13	21	9	16	13	14	12	14	14	10	14	15	14	13	14	10	14	15	14	15	14	16
16	17	14	16	11	12	11	12	12	13	18	12	14	11	16	16	17	10	10	16	14	17	13	15	11	16	17	14	15	14	14	9	18	17	14	14	14	9	13	12	12	17	12	13	14	17	13	15	18	15	11	17	13	10	12	16	13	12	16	9	15	16	15	16	17	16	13	12	10	13	12	15	12	16	15	15	13	15	13	12	14	11	11	16	15	13	9	11	11	11	13	14	18	16	11	16	17	17	19	14
17	15	13	16	10	16	19	14	12	10	8	13	12	12	10	12	12	14	12	20	12	15	12	11	14	16	13	13	12	8	7	11	14	13	14	13	14	10	13	12	15	12	15	16	13	15	15	11	14	15	12	13	16	15	13	13	11	15	12	14	10	15	14	13	13	14	12	12	17	14	14	17	13	15	11	12	11	14	13	16	13	11	18	13	16	16	14	14	14	14	16	10	16	11	17	13	14	12	13	9
15	16	11	17	14	12	12	16	10	15	12	14	9	17	13	14	17	18	12	10	11	11	10	13	14	13	12	12	15	16	18	11	13	12	12	8	11	17	15	16	10	14	15	17	21	14	16	16	15	13	9	18	17	10	14	12	8	9	12	10	12	10	13	17	12	10	17	15	15	18	14	16	11	12	17	17	13	13	14	14	11	18	13	18	13	13	15	14	12	11	14	10	13	14	17	15	11	17	11	10
15	14	12	15	11	16	12	14	8	16	11	11	16	11	10	17	14	17	12	14	16	12	16	18	15	16	18	11	20	15	14	12	15	14	14	10	17	15	15	15	10	12	13	13	14	13	13	11	13	14	13	11	12	17	13	15	16	8	13	15	12	10	12	12	13	19	12	8	6	14	7	17	14	15	15	18	16	9	12	13	17	10	12	22	8	14	18	16	21	15	9	15	11	9	11	16	12	18	12	13
16	12	15	16	15	17	17	15	12	13	12	13	15	12	12	11	15	13	15	12	16	12	11	10	12	15	11	13	19	13	18	12	17	13	12	9	16	13	17	13	17	18	15	13	12	14	18	14	15	15	18	19	16	14	12	15	15	15	16	14	14	15	11	11	10	11	12	8	10	18	11	16	11	16	9	17	8	12	13	15	8	15	10	13	12	13	13	11	14	10	15	11	11	18	11	13	15	13	14	11
16	17	16	18	14	14	13	14	14	13	15	11	14	13	13	14	16	13	12	12	13	16	8	9	14	13	12	11	11	12	13	16	14	16	20	17	16	14	13	15	14	15	12	18	13	14	12	16	16	17	15	12	12	15	12	12	15	12	15	14	16	13	12	11	17	16	19	12	15	13	11	8	15	8	16	16	14	19	14	14	15	13	18	15	18	19	17	12	17	13	16	14	15	16	17	16	14	14	11	15
14	11	14	14	18	14	13	15	18	11	12	16	11	11	12	13	12	6	16	10	12	17	17	16	8	10	13	13	16	16	13	19	16	13	12	16	11	16	11	13	14	16	16	14	10	15	17	15	15	13	11	14	15	16	12	11	14	14	15	14	12	17	9	12	15	14	15	16	13	13	17	10	17	18	16	11	20	10	17	15	14	16	12	14	21	9	12	11	15	17	18	19	18	12	10	14	12	10	12	16
10	14	14	13	14	13	17	12	18	14	14	13	16	12	12	14	12	11	13	16	11	11	14	14	15	13	15	14	18	15	12	15	16	13	13	14	13	17	13	13	14	12	14	16	10	12	15	15	13	16	15	12	15	14	15	17	18	9	11	18	10	14	14	6	12	15	15	13	17	14	18	16	14	11	10	14	13	12	10	13	12	15	14	10	16	18	11	11	14	12	15	15	15	15	19	9	10	15	17	10
16	12	17	11	12	19	11	12	18	11	15	12	17	9	13	14	18	12	16	12	15	12	12	17	12	11	14	16	9	16	14	12	13	18	11	14	14	9	10	13	10	16	13	11	12	15	13	15	14	16	16	12	16	13	14	13	15	14	8	18	18	9	11	17	10	17	13	15	14	17	12	13	17	16	17	14	16	18	15	16	15	9	13	13	12	11	13	10	17	11	19	9	11	12	13	15	12	16	18	13
9	11	15	13	16	15	13	13	16	13	17	10	16	14	13	13	19	19	17	13	16	14	15	17	12	13	11	9	13	17	15	15	15	14	17	13	17	17	15	13	16	18	16	13	14	15	9	9	15	12	15	13	11	11	15	14	8	10	11	12	17	10	12	9	10	13	15	17	10	23	11	15	12	13	13	12	11	17	13	13	17	10	15	10	13	13	12	14	12	15	12	13	12	14	13	14	11	13	12	13
14	13	14	13	11	16	17	11	13	15	11	14	13	12	12	9	11	12	8	12	16	12	13	15	16	14	14	17	15	12	12	14	12	12	16	14	14	16	12	12	14	16	15	15	14	17	16	17	9	10	17	16	20	11	15	12	14	11	20	10	12	14	15	11	15	12	12	19	16	19	14	13	10	15	14	15	15	17	14	15	14	12	10	12	8	15	13	9	13	15	9	13	15	15	12	13	12	17	9	12
12	15	11	14	19	13	12	12	16	15	13	14	14	13	14	13	11	15	14	11	16	15	18	16	13	11	12	12	19	14	15	10	12	17	12	10	11	21	13	10	12	14	14	14	16	12	14	16	14	15	16	14	12	12	15	13	12	12	14	14	18	13	11	13	13	10	17	14	15	16	9	12	14	15	18	11	14	12	16	12	14	14	12	11	12	13	12	11	15	11	10	9	13	18	12	15	17	15	16	14
10	15	17	16	12	14	15	11	14	10	14	18	12	17	15	12	11	18	13	14	16	17	16	7	15	13	18	16	12	17	14	12	11	17	11	14	14	13	11	12	16	12	9	14	15	13	14	15	11	14	13	15	13	12	14	17	12	12	12	11	11	12	17	13	15	15	13	16	15	15	12	14	17	19	12	15	17	11	15	13	11	14	12	14	16	13	16	19	15	13	13	10	16	12	17	13	13	12	14	12
8	17	10	15	14	11	13	18	13	13	15	17	11	11	16	14	10	9	14	16	14	12	17	15	13	14	13	17	11	10	12	15	16	9	13	10	14	12	10	15	13	15	19	11	16	14	15	14	14	15	15	13	11	10	17	15	15	18	9	13	18	11	13	18	13	17	12	11	13	11	14	15	10	10	12	12	18	13	9	12	19	10	14	18	11	15	12	12	14	16	12	9	11	19	10	15	9	14	16	15
15	11	16	15	19	11	6	16	16	17	12	17	18	12	12	11	15	14	11	12	14	11	11	17	16	11	14	12	7	12	15	12	16	13	13	12	12	13	18	10	17	11	7	14	14	12	11	16	13	15	13	13	12	8	16	14	15	9	13	12	14	18	13	17	15	14	10	11	15	14	18	17	19	15	18	9	17	12	12	13	16	13	12	17	21	11	14	16	12	13	14	14	10	10	12	13	11	18	11	11
17	13	14	11	13	15	14	14	10	13	17	13	11	15	12	16	16	19	13	11	14	19	14	17	12	11	16	13	11	14	15	11	12	13	12	12	14	12	13	17	8	14	14	12	17	15	12	12	16	14	13	11	12	11	16	18	16	12	16	14	8	14	16	12	17	15	12	12	16	15	13	13	18	15	14	15	14	14	15	16	13	11	16	18	16	12	14	12	13	15	11	10	15	11	14	11	10	13	12	14
12	14	10	9	13	14	14	15	18	15	12	10	17	9	17	19	14	20	17	10	14	18	13	16	15	15	16	8	12	17	13	11	14	15	21	16	16	17	13	14	18	13	12	9	14	20	6	15	17	14	12	12	15	15	8	15	12	10	15	9	14	12	13	16	15	14	14	12	21	17	13	15	15	11	14	16	16	17	14	12	15	19	12	14	11	13	11	11	16	15	9	14	10	14	17	11	12	13	18	15
11	14	11	12	15	15	16	14	14	12	14	17	13	13	15	12	9	10	16	10	15	8	18	13	16	13	14	13	14	12	14	20	15	14	12	12	13	11	14	14	16	11	16	19	14	11	16	18	18	12	10	13	14	12	15	14	13	12	6	15	17	16	14	13	13	15	9	12	16	13	16	16	9	8	15	13	15	17	15	16	12	12	10	14	18	15	10	11	15	18	11	12	16	13	14	13	14	12	14	15
